,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,Date,Latitude,Longitude,geometry,index_right
2326,-122.31971430237228,47.60352505783912,4327,17129,17129,1798936,Matched,Block,,BOREN AVE BETWEEN E FIR ST AND E ALDER ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-09-03T00:00:00.000Z,9/3/2004,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,4247008.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-09-03 00:00:00,47.60352505783912,-122.31971430237228,POINT (-122.3197143023723 47.60352505783912),0
2443,-122.30750481647613,47.6128982681362,4444,17741,17741,1217005,Matched,Intersection,30145.0,19TH AVE AND E UNION ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-18T00:00:00.000Z,8/18/2004 5:07:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4231018.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-08-18 17:07:00,47.6128982681362,-122.30750481647613,POINT (-122.3075048164761 47.6128982681362),0
2471,-122.31470299097772,47.58242809449749,4472,17747,17747,1787962,Matched,Block,,14TH AVE S BETWEEN S COLLEGE ST AND BEACON AVE S,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-07-01T00:00:00.000Z,7/1/2004,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Overcast,Dry,Daylight,,4183021.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-07-01 00:00:00,47.58242809449749,-122.31470299097772,POINT (-122.3147029909777 47.58242809449749),0
2565,-122.29951197417682,47.71204425222206,4566,18181,18181,1774719,Matched,Intersection,36655.0,LAKE CITY WAY NE AND NE 115TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-05-20T00:00:00.000Z,5/20/2004 8:50:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,Y,4141022.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-05-20 08:50:00,47.71204425222206,-122.29951197417682,POINT (-122.2995119741768 47.71204425222206),0
2712,-122.37632083687944,47.6629346060046,4713,18118,18118,1773848,Matched,Intersection,25188.0,BALLARD BR ON RP AND NW BALLARD WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-11T00:00:00.000Z,8/11/2004 11:41:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4224045.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-08-11 11:41:00,47.6629346060046,-122.37632083687944,POINT (-122.3763208368794 47.6629346060046),0
2744,-122.33245128131384,47.60726630986375,4745,18362,18362,1072239,Matched,Intersection,29933.0,5TH AVE AND SPRING ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-07-12T00:00:00.000Z,7/12/2004 4:20:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4194004.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-07-12 16:20:00,47.60726630986375,-122.33245128131384,POINT (-122.3324512813138 47.60726630986375),0
2821,-122.39287014074301,47.67165050216655,4822,18335,18335,1794345,Matched,Intersection,25213.0,28TH AVE NW AND NW 59TH ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-09-09T00:00:00.000Z,9/9/2004,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4253021.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-09-09 00:00:00,47.67165050216655,-122.39287014074301,POINT (-122.392870140743 47.67165050216655),0
2850,-122.29298983476743,47.627191362075216,4851,18627,18627,1772596,Matched,Block,,LAKE WASHINGTON BLVD E BETWEEN E MADISON ST AND ARBORETUM DR E,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-06-19T00:00:00.000Z,6/19/2004 11:10:00 AM,Mid-Block (not related to intersection),23.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,0,Clear or Partly Cloudy,Dry,Daylight,,4171003.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-06-19 11:10:00,47.627191362075216,-122.29298983476743,POINT (-122.2929898347674 47.62719136207522),0
2956,-122.31246414473326,47.65297596413605,4957,19117,19117,1781939,Matched,Intersection,27149.0,15TH AVE NE AND NE PACIFIC ST,,,2,Injury Collision,Cycles,6,0,1,1,1,0,0,2004-07-22T00:00:00.000Z,7/22/2004 9:07:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4204005.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-07-22 09:07:00,47.65297596413605,-122.31246414473326,POINT (-122.3124641447333 47.65297596413605),0
2959,-122.36809149321807,47.567614519011165,4960,18403,18403,1790777,Matched,Intersection,32134.0,28TH AVE SW AND SW YANCY ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,2,1,0,2004-08-31T00:00:00.000Z,8/31/2004 1:51:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4244003.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-08-31 13:51:00,47.567614519011165,-122.36809149321807,POINT (-122.3680914932181 47.56761451901117),0
2999,-122.29168646899036,47.62652804537272,5000,18037,18037,1216773,Matched,Block,,E MADISON ST BETWEEN LAKE WASHINGTON BLVD E AND 32ND AVE E,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2004-08-04T00:00:00.000Z,8/4/2004,Mid-Block (not related to intersection),56.0,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,4217030.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-08-04 00:00:00,47.62652804537272,-122.29168646899036,POINT (-122.2916864689904 47.62652804537272),0
3007,-122.32153943987836,47.61990297528398,5008,18592,18592,1798902,Matched,Block,,E OLIVE WAY BETWEEN HARVARD AVE E AND BROADWAY E,,,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2004-08-20T00:00:00.000Z,8/20/2004 6:00:00 PM,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4233007.0,Y,45,Vehicle - Pedalcyclist,0,0,N,2004-08-20 18:00:00,47.61990297528398,-122.32153943987836,POINT (-122.3215394398784 47.61990297528398),0
3014,-122.29476288049035,47.66124550883548,5015,18099,18099,1794103,Matched,Block,,NE 45TH ST BETWEEN U VILLAGE DR AND NE 45TH PL,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-08-30T00:00:00.000Z,8/30/2004 2:50:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4243002.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-08-30 14:50:00,47.66124550883548,-122.29476288049035,POINT (-122.2947628804904 47.66124550883548),0
3069,-122.40634236761208,47.672760139023126,5070,18360,18360,1319746,Matched,Intersection,25033.0,SEAVIEW AVE NW AND NW 61ST ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-06-14T00:00:00.000Z,6/14/2004 5:37:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4166022.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-06-14 17:37:00,47.672760139023126,-122.40634236761208,POINT (-122.4063423676121 47.67276013902313),0
3184,-122.3569698033951,47.63474278029002,5185,18363,18363,1482511,Matched,Intersection,27842.0,BLAINE ST AND QUEEN ANNE AVE N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-07-20T00:00:00.000Z,7/20/2004 5:53:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4202033.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-07-20 17:53:00,47.63474278029002,-122.3569698033951,POINT (-122.3569698033951 47.63474278029002),0
3216,-122.3351099843406,47.701411545403104,5217,18788,18788,1773851,Matched,Intersection,37292.0,COLLEGE WAY N AND N 100TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-01-29T00:00:00.000Z,1/29/2004 12:00:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Raining,Wet,Daylight,,4029006.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-01-29 12:00:00,47.701411545403104,-122.3351099843406,POINT (-122.3351099843406 47.7014115454031),0
3269,-122.2593430029616,47.55104977884833,5270,18190,18190,1772885,Matched,Intersection,33710.0,LAKE WASHINGTON BLVD S AND S ORCAS ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-17T00:00:00.000Z,5/17/2004 6:49:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Daylight,Y,4138008.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-05-17 18:49:00,47.55104977884833,-122.2593430029616,POINT (-122.2593430029616 47.55104977884833),0
3292,-122.34703354660824,47.681049282875485,5293,18353,18353,1317775,Matched,Intersection,24330.0,LINDEN AVE N AND N 72ND ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-04-03T00:00:00.000Z,4/3/2004,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4094003.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-04-03 00:00:00,47.681049282875485,-122.34703354660824,POINT (-122.3470335466082 47.68104928287548),0
3322,-122.32926684670052,47.61468892566715,5323,17946,17946,1321791,Matched,Block,,PINE ST BETWEEN BOREN AVE AND MINOR AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-22T00:00:00.000Z,8/22/2004 10:08:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,4235015.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-08-22 22:08:00,47.61468892566715,-122.32926684670052,POINT (-122.3292668467005 47.61468892566715),0
3349,-122.31633451828236,47.66492767337854,5350,18075,18075,1781887,Matched,Intersection,25790.0,11TH AVE NE AND NE 50TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-10-12T00:00:00.000Z,10/12/2004 5:58:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dusk,,4286032.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-10-12 17:58:00,47.66492767337854,-122.31633451828236,POINT (-122.3163345182824 47.66492767337854),0
3409,-122.37877138255216,47.56306806563351,5410,18826,18826,1797905,Matched,Block,,37TH AVE SW BETWEEN FAUNTLEROY WAY SW AND SW OREGON ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-08-04T00:00:00.000Z,8/4/2004,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Overcast,Dry,Daylight,,4217029.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-08-04 00:00:00,47.56306806563351,-122.37877138255216,POINT (-122.3787713825522 47.56306806563351),0
3467,-122.33734868838344,47.60423027225697,5468,18024,18024,1777584,Matched,Intersection,29619.0,MADISON ST AND WESTERN AVE,,,2,Injury Collision,Cycles,5,0,1,1,1,0,0,2004-08-28T00:00:00.000Z,8/28/2004 3:41:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4241006.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-08-28 15:41:00,47.60423027225697,-122.33734868838344,POINT (-122.3373486883834 47.60423027225697),0
3490,-122.31273303243492,47.619090803268136,5491,18437,18437,1789748,Matched,Block,,15TH AVE E BETWEEN E DENNY WAY AND E JOHN SR ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-09-28T00:00:00.000Z,9/28/2004 9:01:00 AM,Mid-Block (not related to intersection),56.0,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Overcast,Dry,Daylight,,4272032.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-09-28 09:01:00,47.619090803268136,-122.31273303243492,POINT (-122.3127330324349 47.61909080326814),0
3521,-122.32007982317425,47.63725179743876,5522,18467,18467,1786942,Matched,Intersection,28258.0,10TH AVE E AND E NEWTON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-01-11T00:00:00.000Z,1/11/2004 3:51:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4011003.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-01-11 15:51:00,47.63725179743876,-122.32007982317425,POINT (-122.3200798231743 47.63725179743876),0
3660,-122.28764138670984,47.59629348824366,5661,19762,19762,1788177,Matched,Block,,LAKESIDE AVE S BETWEEN S LANE ST AND 35TH AVE S,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-07-02T00:00:00.000Z,7/2/2004,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,Y,4184003.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-07-02 00:00:00,47.59629348824366,-122.28764138670984,POINT (-122.2876413867098 47.59629348824366),0
3826,-122.37830241928624,47.6622071015203,5827,18975,18975,1795005,Matched,Intersection,25184.0,SHILSHOLE AVE NW AND NW 46TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-09-22T00:00:00.000Z,9/22/2004 7:58:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Dry,Daylight,,4266008.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-09-22 07:58:00,47.6622071015203,-122.37830241928624,POINT (-122.3783024192862 47.6622071015203),0
3850,-122.30293509478057,47.70072150639716,5851,19727,19727,1774259,Matched,Block,,LAKE CITY WAY NE BETWEEN NE 98TH ST AND NE 100TH ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-06-25T00:00:00.000Z,6/25/2004 7:50:00 PM,Mid-Block (but intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4177003.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-06-25 19:50:00,47.70072150639716,-122.30293509478057,POINT (-122.3029350947806 47.70072150639716),0
3853,-122.31438280544526,47.65758704289124,5854,20416,20416,1774490,Matched,Block,,BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-04-06T00:00:00.000Z,4/6/2004,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4097003.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-04-06 00:00:00,47.65758704289124,-122.31438280544526,POINT (-122.3143828054453 47.65758704289124),0
3858,-122.33279894833449,47.61183846250394,5859,20373,20373,1482659,Matched,Block,,PIKE ST BETWEEN 7TH AVE AND 8TH AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-04T00:00:00.000Z,5/4/2004,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4125008.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-05-04 00:00:00,47.61183846250394,-122.33279894833449,POINT (-122.3327989483345 47.61183846250394),0
3873,-122.3604695657426,47.52648847438231,5874,19819,19819,1789114,Matched,Intersection,34850.0,DELRIDGE WAY SW AND SW CLOVERDALE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-05T00:00:00.000Z,5/5/2004,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4126042.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-05-05 00:00:00,47.52648847438231,-122.3604695657426,POINT (-122.3604695657426 47.52648847438231),0
3889,-122.28369058723597,47.57887321646986,5890,19268,19268,1788731,Matched,Block,,LAKE WASHINGTON BLVD S BETWEEN LAKE PARK DR S AND S HORTON NR ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-01-18T00:00:00.000Z,1/18/2004 2:39:00 PM,Mid-Block (not related to intersection),23.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,0,Overcast,Wet,Daylight,,4018012.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-01-18 14:39:00,47.57887321646986,-122.28369058723597,POINT (-122.283690587236 47.57887321646986),0
3964,-122.39014494585032,47.668668411046205,5965,19412,19412,1779892,Matched,Intersection,25227.0,26TH AVE NW AND NW MARKET ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-20T00:00:00.000Z,5/20/2004 5:17:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4141024.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-05-20 17:17:00,47.668668411046205,-122.39014494585032,POINT (-122.3901449458503 47.66866841104621),0
4008,-122.30060498001896,47.66626671821327,9,39000,39000,2023608,Matched,Intersection,25949.0,25TH AVE NE AND NE BLAKELEY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2005-06-15T00:00:00.000Z,6/15/2005 7:12:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,5166021.0,,45,Vehicle - Pedalcyclist,0,0,N,2005-06-15 19:12:00,47.66626671821327,-122.30060498001896,POINT (-122.300604980019 47.66626671821327),0
4034,-122.27321465815722,47.560577263637114,35,47700,47700,2026404,Matched,Intersection,32617.0,48TH AVE S AND S ALASKA ST, ,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2005-08-10T00:00:00.000Z,8/10/2005 7:47:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Dry,Daylight,,5222006.0,,45,Vehicle - Pedalcyclist,0,0,N,2005-08-10 07:47:00,47.560577263637114,-122.27321465815722,POINT (-122.2732146581572 47.56057726363711),0
4083,-122.29168646899036,47.62652804537272,84,28900,28900,1798856,Matched,Block,,E MADISON ST BETWEEN LAKE WASHINGTON BLVD E AND 32ND AVE E,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-10-12T00:00:00.000Z,10/12/2004 5:30:00 PM,Driveway Junction,23.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4286031.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-10-12 17:30:00,47.62652804537272,-122.29168646899036,POINT (-122.2916864689904 47.62652804537272),0
4121,-122.3160048432001,47.57687701208126,122,1064,1064,3550081,Matched,Intersection,31315.0,13TH AVE S AND S STEVENS ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-03-25T00:00:00.000Z,3/25/2013 10:57:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,0,N,2013-03-25 22:57:00,47.57687701208126,-122.3160048432001,POINT (-122.3160048432001 47.57687701208126),0
4172,-122.3142100907226,47.66490847462878,173,30200,30200,1776531,Matched,Intersection,25792.0,BROOKLYN AVE NE AND NE 50TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-09T00:00:00.000Z,8/9/2004,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4222005.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-08-09 00:00:00,47.66490847462878,-122.3142100907226,POINT (-122.3142100907226 47.66490847462878),0
4233,-122.3422833515234,47.6336931487632,234,1355,1355,3546508,Matched,Block,,DEXTER AVE N BETWEEN GARFIELD N ST AND HAYES ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-04-02T00:00:00.000Z,4/2/2013 8:59:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,12978,0,N,2013-04-02 08:59:00,47.6336931487632,-122.3422833515234,POINT (-122.3422833515234 47.6336931487632),0
4248,-122.34236643866664,47.62263838004219,249,25000,25000,1777159,Matched,Block,,DEXTER AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-01-23T00:00:00.000Z,1/23/2004 8:45:00 AM,Mid-Block (not related to intersection),56.0,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Unknown,Unknown,Daylight,,4023036.0,,45,Vehicle - Pedalcyclist,0,0,N,2004-01-23 08:45:00,47.62263838004219,-122.34236643866664,POINT (-122.3423664386666 47.62263838004219),0
4249,-122.39109246172303,47.53882055284092,250,316350,317850,3745797,Matched,Block,,FAUNTLEROY WAY SW BETWEEN SW MYRTLE ST AND SW OTHELLO ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2019-03-16T00:00:00.000Z,3/16/2019 1:57:00 PM,Mid-Block (not related to intersection),56.0,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,Y,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,6,Pedalcyclist Strikes Moving Vehicle,0,0,N,2019-03-16 13:57:00,47.53882055284092,-122.39109246172303,POINT (-122.391092461723 47.53882055284092),0
4307,-122.35442514600922,47.666394795501546,308,316390,317890,3810027,Matched,Intersection,25644.0,PHINNEY AVE N AND N 52ND ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2019-03-15T00:00:00.000Z,3/15/2019 7:57:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,6,Pedalcyclist Strikes Moving Vehicle,3800,0,N,2019-03-15 19:57:00,47.666394795501546,-122.35442514600922,POINT (-122.3544251460092 47.66639479550155),0
4402,-122.3370538539018,47.69596295138818,403,22000,22000,1079891,Matched,Block,,N 92ND ST BETWEEN DENSMORE AVE N AND WALLINGFORD AVE N,,,2,Injury Collision,Other,1,0,1,0,1,0,0,2004-10-11T00:00:00.000Z,10/11/2004 4:00:00 PM,Mid-Block (but intersection related),69.0,PEDALCYCLIST OVERTURNED IN ROAD,,0,Clear or Partly Cloudy,Dry,Daylight,,4285019.0,,52,Vehicle overturned,0,0,N,2004-10-11 16:00:00,47.69596295138818,-122.3370538539018,POINT (-122.3370538539018 47.69596295138818),0
4438,-122.33854293709128,47.61687373675919,439,322275,323775,E949282,Matched,Block,,8TH AVE BETWEEN WESTLAKE AVE AND BLANCHARD ST, ,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2019-08-08T00:00:00.000Z,8/8/2019 8:57:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Overcast,Dry,Daylight,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,2019-08-08 08:57:00,47.61687373675919,-122.33854293709128,POINT (-122.3385429370913 47.61687373675919),0
4477,-122.33804772095336,47.61170567866243,478,316614,318114,3812951,Matched,Block,,4TH AVE BETWEEN PINE ST AND OLIVE WAY, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2019-03-25T00:00:00.000Z,3/25/2019 5:50:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dusk,Y,,,5,Vehicle Strikes Pedalcyclist,0,0,N,2019-03-25 17:50:00,47.61170567866243,-122.33804772095336,POINT (-122.3380477209534 47.61170567866243),0
4527,-122.31246414473326,47.65297596413605,528,1099,1099,3503283,Matched,Intersection,27149.0,15TH AVE NE AND NE PACIFIC ST, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2013-03-28T00:00:00.000Z,3/28/2013 3:30:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,520838,N,2013-03-28 15:30:00,47.65297596413605,-122.31246414473326,POINT (-122.3124641447333 47.65297596413605),0
