,CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Date,Latitude,Longitude,geometry,index_right
3011,ca66283d8d908c0d3e20bd1f763cfdd367d75ce9ec635dedc8bf7625ff94165780f107b63ebb8e35945bd2f10aa2373a5f889ac943b3e45a9d932f825fd1e49a,JA530295,,11/27/2017 05:00:00 PM,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT ON GRADE,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,11/29/2017 08:35:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,800,W,BELDEN AVE,1812.0,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,17,2,11,41.923739288,-87.648748983,POINT (-87.648748983048 41.923739288036),2017-11-27 17:00:00,41.923739288,-87.648748983,POINT (-87.648748983 41.923739288),0
3130,cae348eddfb3d8dbd1a269482a9daf265e4dbb9600b720693ad54f9cbc8fe50d84b27abdaab8e36745628f92cde1a4ab2d69d7859c314a1fd0a869a0101219ed,JB226200,,04/16/2018 12:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",04/16/2018 04:00:00 PM,IMPROPER OVERTAKING/PASSING,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",3454,W,26TH ST,1024.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12,2,4,41.84452841,-87.712125033,POINT (-87.712125033035 41.844528410043),2018-04-16 12:00:00,41.84452841,-87.712125033,POINT (-87.71212503300001 41.84452841),0
3360,f6de1895d3503373c47b93b68269144ed546e3393811457237b1071774fdd45097704d5becf069601a3859a4c32f4529798e88867d6c13b4c1d22c323800fe88,JA443819,,09/23/2017 06:13:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",09/23/2017 06:14:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3400,W,MONTROSE AVE,1723.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,18,7,9,41.961238465,-87.713199375,POINT (-87.713199374979 41.961238465013),2017-09-23 18:13:00,41.961238465,-87.713199375,POINT (-87.713199375 41.961238465),0
3416,1eabd7be78a6c10cc667e5a0a573f7b8724eb728619f858b6088d9edf466190097683e77af33621728fa6f8028811080be65b977eb0fb222259630b4a83348c7,JA362823,,07/25/2017 01:25:00 PM,25,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,07/25/2017 02:14:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,124,S,KOSTNER AVE,1113.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,13,3,7,41.87879283,-87.735560757,POINT (-87.735560757035 41.878792829979),2017-07-25 13:25:00,41.87879283,-87.735560757,POINT (-87.735560757 41.87879283),0
3592,20134cef617bdeb97525d4c767cda4260c6e8eb18ec55b8bf65780cfcfb44a8dd351d696f3311daf84d9d69769c0718f145846aa7cc6ba479ed5cce1785ece8b,JC324736,,06/27/2019 06:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,06/27/2019 06:16:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,319,W,NORTH AVE,1821.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,18,5,6,41.911020923,-87.637486334,POINT (-87.637486334017 41.911020923),2019-06-27 18:10:00,41.911020923,-87.637486334,POINT (-87.637486334 41.911020923),0
3643,50009e2e98f365202a9d5aecb609c751ef66ea85f07d22f9cfcfb0810bae6bc3a061c59bbfc2bbb86aa0911c642c8a89cd92e6b57bbeb4f0b7de8d5069260fc3,JB314850,,06/20/2018 07:50:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,$500 OR LESS,06/20/2018 10:15:00 AM,FAILING TO YIELD RIGHT-OF-WAY,TURNING RIGHT ON RED,2600,W,IRVING PARK RD,1911.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7,4,6,41.954105717,-87.693290369,POINT (-87.693290369008 41.954105716988),2018-06-20 07:50:00,41.954105717,-87.693290369,POINT (-87.693290369 41.954105717),0
3755,b84fe95e894920bc2d3a21b67e4cbbfb227a1d5922c3af0b868387499ab76a515486fcfbdb901c75a025a9aa97d656c8d71451a966b43607b785b95a2b9ec244,HZ483442,,10/03/2016 04:10:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",10/03/2016 04:32:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,498,W,75TH ST,732.0,,,N,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16,2,10,41.758148819,-87.636934197,POINT (-87.636934197044 41.758148819019),2016-10-03 16:10:00,41.758148819,-87.636934197,POINT (-87.636934197 41.758148819),0
3830,a665b30fc44e5e0e56c5ee49abc1d15789918501fb1d2e11b46a5cb6c47e6861af08f2db7c38ac08ca30b36defe21f17aa59b0255165078b3529aac10c7e3520,JA421398,,09/01/2017 02:20:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,6.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",09/06/2017 08:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2032,W,GARFIELD BLVD,932.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,6,9,41.794013736,-87.675583227,POINT (-87.675583227048 41.794013735991),2017-09-01 14:20:00,41.794013736,-87.675583227,POINT (-87.675583227 41.794013736),0
3850,bcdcb12dc087d9011f3a2cd5afd421084e691527e424144af84d02a7d6693d4f9838fea55243bd8deb5300359bbca31263b4ca025444e23ed17f3b16e6beb6cd,HZ408407,,08/26/2016 03:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,08/26/2016 07:00:00 PM,DRIVING ON WRONG SIDE/WRONG WAY,DRIVING ON WRONG SIDE/WRONG WAY,5058,W,GRAND AVE,2533.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,6,8,41.916760313,-87.752866224,POINT (-87.752866223957 41.916760313025),2016-08-26 15:30:00,41.916760313,-87.752866224,POINT (-87.752866224 41.916760313),0
3917,8f34626d57eaf04a7e36cf293a19413ab73fd6d29ad9704de4597351ca242fe8c4a7002b49d3c3d3acba60b6fe5f29caa026c228504cdd9df78f0598b29dbe96,JA354872,,07/18/2017 07:48:00 AM,30,STOP SIGN/FLASHER,NOT FUNCTIONING,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",07/19/2017 04:50:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,2159,W,21ST ST,1234.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7,3,7,41.853825083,-87.680658959,POINT (-87.680658958981 41.853825082955),2017-07-18 07:48:00,41.853825083,-87.680658959,POINT (-87.680658959 41.853825083),0
3940,7f9616132bfe5896428958a43cf608c79f5f0b15aa7cff8e52bd56b325e0216fbb2b672594ecc58b3e602e9a38e71223cd0bfa6c72fde7468d28f3c8c294bb05,JB470809,,10/10/2018 09:41:00 AM,35,YIELD,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,10/10/2018 09:41:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3900,W,CHICAGO AVE,1112.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9,4,10,41.895499511,-87.723699547,POINT (-87.723699546998 41.895499510995),2018-10-10 09:41:00,41.895499511,-87.723699547,POINT (-87.723699547 41.895499511),0
3943,f0aa521e26c223f05e116163c356c46af681ddb8ffaeebba3f9efbc3b14f33b20bda06147c2dfc68411260bc06d505b6fdf887b359123a4ae4f8f16be2e56c6e,JA454194,,10/01/2017 03:07:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,$500 OR LESS,10/01/2017 03:07:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,2857,W,DIVERSEY AVE,1411.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,15,1,10,41.93197047,-87.699931619,POINT (-87.699931619044 41.931970469953),2017-10-01 15:07:00,41.93197047,-87.699931619,POINT (-87.699931619 41.93197047),0
4106,b7373cda4d51954e02008b73993f69d6c108af6f5af17a94087c8eaab5527f2ca818990aab6b20d0233432ffad33db373089836770a15f53a157e35c5dc68aac,JB353906,,07/17/2018 05:50:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,07/17/2018 06:08:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,6401,W,ADDISON ST,1632.0,,Y,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,17,3,7,41.945552923,-87.786368212,POINT (-87.786368212009 41.945552922959),2018-07-17 17:50:00,41.945552923,-87.786368212,POINT (-87.786368212 41.945552923),0
4184,de6454c90348d03a91879b3c468dc140c4fa502fa8d066b9b49182ef8d498eae5da730e4bce78fe75d64a846bb8aab8dd3f40eb824d91974ec0573103e0ed0af,HZ510341,,11/10/2016 04:00:00 PM,30,STOP SIGN/FLASHER,OTHER,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",11/10/2016 04:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,124,W,75TH ST,731.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,16,5,11,41.758290248,-87.628089878,POINT (-87.628089878005 41.758290247983),2016-11-10 16:00:00,41.758290248,-87.628089878,POINT (-87.628089878 41.758290248),0
4331,1a587d391ce199f99a15586a1d57ea51724bdd316e437273abaa3f4d3846176ecf11efe1925526392396a295b6e84dee2271f49bef8e073309758b16fc0bfe98,JC406726,,08/25/2019 02:32:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,08/25/2019 02:58:00 PM,NOT APPLICABLE,NOT APPLICABLE,5852,W,GRAND AVE,2515.0,,Y,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14,1,8,41.920145795,-87.772741047,POINT (-87.772741047019 41.920145795019),2019-08-25 14:32:00,41.920145795,-87.772741047,POINT (-87.772741047 41.920145795),0
4503,aae0cd39efeb873e62e2e8a648c24edea7a01cec402ba62a3ef63ac35d46012ceeb9f92ee672971506c2ba9171034e488a02db0cbd1a67e9e7e279116b1c5e6d,JA456655,,10/03/2017 01:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,10/03/2017 01:10:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,351,E,RANDOLPH ST,114.0,,,Y,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,3,10,41.884232781,-87.618901965,POINT (-87.618901964965 41.884232781004),2017-10-03 01:00:00,41.884232781,-87.618901965,POINT (-87.61890196500001 41.884232781),0
4516,443798313be66e49019e507f3004a5969c28f9a5041221fb401690aa3b7b9b7fe0df8f881c1e231e740570ceee7df43d6f5356b94dcbf64ec899e42e33f7800a,JA305008,,06/13/2017 10:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,06/13/2017 01:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1220,W,ARTHUR AVE,2432.0,,,Y,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,10,3,6,42.000538814,-87.661614359,POINT (-87.661614359046 42.000538814032),2017-06-13 10:00:00,42.000538814,-87.661614359,POINT (-87.661614359 42.000538814),0
4556,21544ef3a503fc1e9949d7d3737ec00ffbe552fa89bdf89fb7b7dc44c40eb59c8bf4ec9836e8f65e2628bb89aee146a8f9683539a0d73cbbbff12f42f7cbc83f,JB381715,,08/03/2018 06:30:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,08/06/2018 01:18:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,2744,N,CALIFORNIA AVE,1411.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,6,8,41.931607951,-87.697755776,POINT (-87.697755776035 41.931607951049),2018-08-03 06:30:00,41.931607951,-87.697755776,POINT (-87.69775577599999 41.931607951),0
4560,a35697ff87eed4624aee7e4a3aa8be01ea167495856439c86d6ce6014fdfc10106539a8044b6d896ca8127c4e19b4e861e1453b012d509e5936cb0521f6a2f11,HZ503915,,11/05/2016 04:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/05/2016 05:15:00 PM,NOT APPLICABLE,NOT APPLICABLE,4800,N,CLARK ST,2032.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16,7,11,41.969038442,-87.667662387,POINT (-87.667662387022 41.969038442049),2016-11-05 16:45:00,41.969038442,-87.667662387,POINT (-87.66766238699999 41.969038442),0
4892,5b0bc731f3c818d3620bd91de12337bdca10f2b556741d954f7c8025bc00daca45c7fcd756a9b59989f408bdf069a893989bfe3340b9d12a6808e52c10173aa8,HZ406937,,08/25/2016 04:50:00 PM,30,OTHER,OTHER,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,08/25/2016 05:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2358,W,FOSTER AVE,2012.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,5,8,41.97600184,-87.689092635,POINT (-87.689092634969 41.97600183997),2016-08-25 16:50:00,41.97600184,-87.689092635,POINT (-87.68909263499999 41.97600184),0
5032,dfff993ccc26f9b4b2dabb9426cf6ba07d185342e57b10c0ae1d70a66c4133ed4337d806711785cf942f521adf7f0b4a9737be40ac8caf070bd0dab6e25a05c1,JC370230,,07/29/2019 08:16:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",07/29/2019 08:18:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3100,E,83RD ST,424.0,,,,,,,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20,2,7,41.744801389,-87.549062081,POINT (-87.549062080977 41.744801389001),2019-07-29 20:16:00,41.744801389,-87.549062081,POINT (-87.549062081 41.744801389),0
5333,20896e7c3f682f13da989c7e232a3ea71aba94d59169243f48bd7cd7ee82155644757b3971cff87aeb1db4a90a29247faea615b50d90a37fd41bafe758b99806,JB267707,,05/17/2018 05:51:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,Y,"OVER $1,500",05/17/2018 05:52:00 PM,DISREGARDING STOP SIGN,NOT APPLICABLE,3442,S,ABERDEEN ST,913.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17,5,5,41.831526841,-87.653564549,POINT (-87.653564549029 41.83152684102),2018-05-17 17:51:00,41.831526841,-87.653564549,POINT (-87.653564549 41.831526841),0
5433,960536ce2853fdd8c904e8ed3ae0ba186535e0049a999b2dbc57cf179653c3d795dc77add49b8f24b1e75d5ce4b4ea92278278d360e769bca2c93b0f5dce6ba2,HY406474,,08/19/2015 09:15:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",09/01/2015 07:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,495,N,MILWAUKEE AVE,1214.0,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,9,4,8,41.891134744,-87.647295851,POINT (-87.64729585103 41.891134744023),2015-08-19 09:15:00,41.891134744,-87.647295851,POINT (-87.647295851 41.891134744),0
5587,4bdb755d1d1e047c8ae87ca41a121cc6236e747b486eb9a88f134584008c3fef045aa1fde2e23e6769f66dc71291ccd1bf57754b782d3551dab40a92975dc67d,JC373555,,08/01/2019 09:10:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",08/01/2019 09:12:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,808,W,LAKE ST,1214.0,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,9,5,8,41.885767285,-87.647885669,POINT (-87.64788566901 41.885767285022),2019-08-01 09:10:00,41.885767285,-87.647885669,POINT (-87.647885669 41.885767285),0
5622,f5f7e1e76b24b0686b6a8bbd4b5bf33b87052d79c1408f21aa9974a4a7eb69b7a5487064f49f34bd269ea57a396aaa330dd13b85d26f915f64ea50e1c3a16d91,JA452996,,09/30/2017 03:47:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,0.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,09/30/2017 03:49:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3700,S,INDIANA AVE,212.0,,,,,,,2.0,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,1.0,0.0,15,7,9,41.827363248,-87.621826931,POINT (-87.62182693101 41.82736324801),2017-09-30 15:47:00,41.827363248,-87.621826931,POINT (-87.621826931 41.827363248),0
5754,a5a86d87067808aee305a01b8e7684a89c68cbb09b258ca8758dfcd2887450b0ba83abba32fec3a0e65714caaac12758bb12aa2df76c3ca8859a31051087dec0,JB364850,,07/25/2018 03:45:00 PM,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",07/25/2018 04:15:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1900,N,NEW ENGLAND AVE,2513.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,4,7,41.914546068,-87.797524893,POINT (-87.797524892976 41.914546068021),2018-07-25 15:45:00,41.914546068,-87.797524893,POINT (-87.797524893 41.914546068),0
5902,a00849b63299c4d36c0a884694e514a65f8de71bd08f64f4b73ee479e4dd639a032d1eef0a0f338e19ac625576cae31253ea3d76ff4000d9478a0edd85350ad4,JA436095,,09/18/2017 10:00:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"$501 - $1,500",09/18/2017 10:13:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,11600,S,HALSTED ST,524.0,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,10,2,9,41.682973474,-87.642228468,POINT (-87.642228467961 41.682973473961),2017-09-18 10:00:00,41.682973474,-87.642228468,POINT (-87.642228468 41.682973474),0
5949,2a63fa5097caeca65f156577c79d22d927033743f725ccfdd5e694d422603e997ea0eb454b67faf7dbc1c508ea336c0eb9c13b2f64fce5e0d43f3313ff649f98,HZ468907,,10/10/2016 05:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,10/10/2016 06:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5600,N,CALIFORNIA AVE,2011.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,2,10,41.983208978,-87.699307663,POINT (-87.699307663 41.983208978045),2016-10-10 17:00:00,41.983208978,-87.699307663,POINT (-87.699307663 41.983208978),0
6005,1b6e97e5112f150e31452b153d773464e50ee4e9a9a1496f97174f82f905320e0f16942aacd1806e288bdf49a0d430b4a8154e267be141d73ad70a78d4aef63b,JC413687,,08/30/2019 04:25:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,08/30/2019 04:33:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,2327,W,POLK ST,1225.0,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,16,6,8,41.871237944,-87.684879627,POINT (-87.68487962702 41.871237944048),2019-08-30 16:25:00,41.871237944,-87.684879627,POINT (-87.684879627 41.871237944),0
